Got telemetry 184,0.00,27.00,99856.15,95.98,19.00,0.00,0.00,,,,,
255/732,0.00,26.00,99593.78,118.12,20.00,0.00,0.00,40.36,49.97,13700,300818,17511500Got telemetry 732,0.00,26.00,99593.78,118.12,20.00,0.00,0.00,40.36,49.97,13700,300818,17511500
255/733,0.00,29.00,100439.62,46.91,33.00,0.00,0.00,,,,,Got telemetry 733,0.00,29.00,100439.62,46.91,33.00,0.00,0.00,,,,,
255/734,0.00,29.00,100442.20,46.69,33.00,0.00,0.00,,,,,Got telemetry 734,0.00,29.00,100442.20,46.69,33.00,0.00,0.00,,,,,
255/735,0.00,28.00,100155.19,70.80,21.00,0.00,0.00,,,,,Got telemetry 735,0.00,28.00,100155.19,70.80,21.00,0.00,0.00,,,,,
255/736,0.00,28.00,100155.55,70.77,21.00,0.00,0.00,,,,,Got telemetry 736,0.00,28.00,100155.55,70.77,21.00,0.00,0.00,,,,,
255/737,0.00,29.00,100438.16,47.04,27.00,0.00,0.00,,,,,Got telemetry 737,0.00,29.00,100438.16,47.04,27.00,0.00,0.00,,,,,
255/738,0.00,29.00,100435.95,47.22,27.00,0.00,0.00,,,,,Got telemetry 738,0.00,29.00,100435.95,47.22,27.00,0.00,0.00,,,,,
255/739,0.00,25.00,99309.86,142.13,20.00,0.00,0.00,,,,,Got telemetry 739,0.00,25.00,99309.86,142.13,20.00,0.00,0.00,,,,,
255/740,0.00,25.00,99306.95,142.38,20.00,0.00,0.00,,,,,Got telemetry 740,0.00,25.00,99306.95,142.38,20.00,0.00,0.00,,,,,
255/741,0.00,26.00,99586.84,118.71,36.00,0.00,0.00,,,,,Got telemetry 741,0.00,26.00,99586.84,118.71,36.00,0.00,0.00,,,,,
255/742,0.00,26.00,99587.93,118.61,36.00,0.00,0.00,40.36,49.97,13680,300818,17512600Got telemetry 742,0.00,26.00,99587.93,118.61,36.00,0.00,0.00,40.36,49.97,13680,300818,17512600
255/743,0.00,27.00,99870.80,94.74,23.00,0.00,0.00,,,,,Got telemetry 743,0.00,27.00,99870.80,94.74,23.00,0.00,0.00,,,,,
255/744,0.00,27.00,99865.30,95.21,23.00,0.00,0.00,,,,,255/856,0.00,29.00,100397.34,50.46,31.00,0.00,0.00,,,,,Got telemetry 856,0.00,29.00,100397.34,50.46,31.00,0.00,0.00,,,,,
255/857,0.00,29.00,100398.08,50.40,23.00,0.00,0.00,,,,,Got telemetry 857,0.00,29.00,100398.08,50.40,23.00,0.00,0.00,,,,,
255/858,0.00,29.00,100397.34,50.46,23.00,0.00,0.00,,,,,Got telemetry 858,0.00,29.00,100397.34,50.46,23.00,0.00,0.00,,,,,
255/859,0.00,28.00,100115.57,74.13,19.00,0.00,0.00,,,,,Got telemetry 859,0.00,28.00,100115.57,74.13,19.00,0.00,0.00,,,,,
255/860,0.00,28.00,100114.47,74.23,19.00,0.00,0.00,,,,,Got telemetry 860,0.00,28.00,100114.47,74.23,19.00,0.00,0.00,,,,,
255/861,0.00,28.00,100115.94,74.10,22.00,0.00,0.00,,,,,Got telemetry 861,0.00,28.00,100115.94,74.10,22.00,0.00,0.00,,,,,
255/862,0.00,28.00,100114.84,74.20,22.00,0.00,0.00,40.36,49.97,13380,300818,17534000Got telemetry 862,0.00,28.00,100114.84,74.20,22.00,0.00,0.00,40.36,49.97,13380,300818,17534000
255/863,0.00,27.00,99835.65,97.71,22.00,0.00,0.00,,,,,Got telemetry 863,0.00,27.00,99835.65,97.71,22.00,0.00,0.00,,,,,
255/864,0.00,27.00,99836.38,97.65,22.00,0.00,0.00,,,,,Got telemetry 864,0.00,27.00,99836.38,97.65,22.00,0.00,0.00,,,,,
255/865,0.00,26.00,99550.31,121.79,20.00,0.00,0.00,,,,,Got telemetry 865,0.00,26.00,99550.31,121.79,20.00,0.00,0.00,,,,,
255/866,0.00,26.00,99555.06,121.39,20.00,0.00,0.00,,,,,Got telemetry 866,0.00,26.00,99555.06,121.39,20.00,0.00,0.00,,,,,
255/867,0.00,26.00,99550.68,121.76,20.00,0.00,0.00,,,,,Got telemetry 867,0.00,26.00,99550.68,121.76,20.00,0.00,0.00,,,,,
255/868,0.00,26.00,99548.12,121.98,20.00,0.00,0.00,,,,,Got telemetry 868,0.00,26.00,99548.12,121.98,20.00,0.00,0.00,,,,,
255/869,0.00,26.00,99548.85,121.92,20.00,0.00,0.00,40.36,49.97,13380,300818,17534800Got telemetry 869,0.00,26.00,99548.85,121.92,20.00,0.00,0.00,40.36,49.97,13380,300818,17534800
255/870,0.00,26.00,99550.68,121.76,20.00,0.00,0.00,40.36,49.97,13380,300818,17534900Got telemetry 870,0.00,26.00,99550.68,121.76,20.00,0.00,0.00,40.36,49.97,13380,300818,17534900
255/871,0.00,27.00,99836.75,97.62,44.00,0.00,0.00,,,,,Got telemetry 871,0.00,27.00,99836.75,97.62,44.00,0.00,0.00,,,,,
255/872,0.00,27.00,99835.65,97.71,44.00,0.00,0.00,,,,,Got telemetry 872,0.00,27.00,99835.65,97.71,44.00,0.00,0.00,,,,,
255/873,0.00,26.00,99557.63,121.17,20.00,0.00,0.00,,,,,Got telemetry 873,0.00,26.00,99557.63,121.17,20.00,0.00,0.00,,,,,
255/874,0.00,26.00,99553.60,121.52,20.00,0.00,0.00,,,,,Got telemetry 874,0.00,26.00,99553.60,121.52,20.00,0.00,0.00,,,,,
255/875,0.00,26.00,99553.60,121.52,20.00,0.00,0.00,,,,,Got telemetry 875,0.00,26.00,99553.60,121.52,20.00,0.00,0.00,,,,,
255/876,0.00,26.00,99555.06,121.39,20.00,0.00,0.00,,,,,Got telemetry 876,0.00,26.00,99555.06,121.39,20.00,0.00,0.00,,,,,
255/877,0.00,26.00,99557.63,121.17,20.00,0.00,0.00,,,,,Got telemetry 877,0.00,26.00,99557.63,121.17,20.00,0.00,0.00,,,,,
