99,2181.0,0.0,27.0,99955.36,87.62,19.0,0.0,0.0,None,None,None,None,None,None,None
99,2182.0,0.0,27.0,99954.62,87.68,19.0,0.0,0.0,None,None,None,None,None,None,None
99,2183.0,0.0,26.0,99670.86,111.61,20.0,0.0,0.0,None,None,None,None,None,None,None
99,2184.0,0.0,26.0,99670.86,111.61,20.0,0.0,0.0,None,None,None,None,None,None,None
99,2185.0,0.0,25.0,99392.59,135.13,30.0,0.0,0.0,None,None,None,None,None,None,None
99,2186.0,0.0,25.0,99388.96,135.44,30.0,0.0,0.0,None,None,None,None,None,None,None
99,2193.0,0.0,26.0,99671.59,111.55,20.0,0.0,0.0,None,None,None,None,None,None,None
99,2194.0,0.0,26.0,99667.2,111.92,20.0,0.0,0.0,None,None,None,None,None,None,None
99,2195.0,0.0,25.0,99386.4,135.65,33.0,0.0,0.0,None,None,None,None,None,None,None
99,2196.0,0.0,25.0,99387.49,135.56,33.0,0.0,0.0,None,None,None,None,None,None,None
99,2197.0,0.0,28.0,100223.06,65.1,19.0,0.0,0.0,None,None,None,None,None,None,None
99,2198.0,0.0,28.0,100225.27,64.91,19.0,0.0,0.0,None,None,None,None,None,None,None
99,2199.0,0.0,29.0,100512.04,40.84,28.0,0.0,0.0,None,None,None,None,None,None,None
99,2200.0,0.0,29.0,100508.74,41.11,28.0,0.0,0.0,None,None,None,None,None,None,None
99,2201.0,0.0,29.0,100510.58,40.96,27.0,0.0,0.0,None,None,None,None,None,None,None
99,2202.0,0.0,29.0,100513.52,40.71,27.0,0.0,0.0,None,None,None,None,None,None,None
99,2203.0,0.0,29.0,100515.36,40.56,25.0,0.0,0.0,None,None,None,None,None,None,None
99,2204.0,0.0,29.0,100514.25,40.65,25.0,0.0,0.0,None,None,None,None,None,None,None
99,2205.0,0.0,25.0,99383.49,135.9,25.0,0.0,0.0,None,None,None,None,None,None,None
99,2206.0,0.0,25.0,99382.02,136.02,25.0,0.0,0.0,None,None,None,None,None,None,None
99,2207.0,0.0,25.0,99381.3,136.09,23.0,0.0,0.0,None,None,None,None,None,None,None
99,2208.0,0.0,25.0,99384.59,135.81,23.0,0.0,0.0,None,None,None,None,None,None,None
99,2209.0,0.0,29.0,100508.0,41.17,25.0,0.0,0.0,None,None,None,None,None,None,None
99,2210.0,0.0,29.0,100504.33,41.48,25.0,0.0,0.0,None,None,None,None,None,None,None
99,2211.0,0.0,26.0,99658.07,112.69,20.0,0.0,0.0,None,None,None,None,None,None,None
99,2212.0,0.0,26.0,99656.98,112.78,20.0,0.0,0.0,None,None,None,None,None,None,None
99,2213.0,0.0,26.0,99664.28,112.16,21.0,0.0,0.0,None,None,None,None,None,None,None
99,2214.0,0.0,26.0,99656.98,112.78,21.0,0.0,0.0,None,None,None,None,None,None,None
99,2215.0,0.0,28.0,100219.02,65.44,43.0,0.0,0.0,None,None,None,None,None,None,None
99,2216.0,0.0,28.0,100216.83,65.62,43.0,0.0,0.0,None,None,None,None,None,None,None
99,2217.0,0.0,31.0,101060.3,None,36.0,0.0,0.0,None,None,None,None,None,None,None
99,2218.0,0.0,31.0,101057.72,None,36.0,0.0,0.0,None,None,None,None,None,None,None
99,2219.0,0.0,28.0,100213.52,65.9,24.0,0.0,0.0,None,None,None,None,None,None,None
99,2220.0,0.0,28.0,100217.19,65.59,24.0,0.0,0.0,None,None,None,None,None,None,None
99,2221.0,0.0,29.0,100497.71,42.04,42.0,0.0,0.0,None,None,None,None,None,None,None
99,2222.0,0.0,29.0,100499.54,41.89,42.0,0.0,0.0,None,None,None,None,None,None,None
99,2224.0,0.0,29.0,100492.93,42.44,31.0,0.0,0.0,None,None,None,None,None,None,None
99,2225.0,0.0,26.25,99709.59,108.34,31.0,0.0,0.0,None,None,None,None,None,None,None
99,2226.0,0.0,26.25,99711.41,108.19,31.0,0.0,0.0,None,None,None,None,None,None,None
99,2229.0,0.0,27.0,99928.27,89.9,21.0,0.0,0.0,None,None,None,None,None,None,None
99,2230.0,0.0,27.0,99926.07,90.09,21.0,0.0,0.0,None,None,None,None,None,None,None
99,2231.0,0.0,27.0,99930.46,89.72,23.0,0.0,0.0,None,None,None,None,None,None,None
99,2233.0,0.0,26.21,99715.52,107.84,0.0,0.0,0.0,None,None,None,None,None,None,None
99,2234.0,0.0,26.2,99720.2,107.45,0.0,0.0,0.0,None,None,None,None,None,None,None
99,2235.0,0.0,27.0,99956.09,87.56,24.0,0.0,0.0,None,None,None,None,None,None,None
99,2236.0,0.0,27.0,99956.09,87.56,24.0,0.0,0.0,None,None,None,None,None,None,None
99,2237.0,0.0,26.18,99722.67,107.24,24.0,0.0,0.0,None,None,None,None,None,None,None
99,2238.0,0.0,26.17,99719.94,107.47,24.0,0.0,0.0,None,None,None,None,None,None,None
99,2239.0,0.0,29.0,100516.46,40.47,28.0,0.0,0.0,None,None,None,None,None,None,None
99,2240.0,0.0,29.0,100519.04,40.25,28.0,0.0,0.0,None,None,None,None,None,None,None
99,2241.0,0.0,27.0,99951.7,87.93,37.0,0.0,0.0,None,None,None,None,None,None,None
99,2242.0,0.0,27.0,99950.23,88.05,37.0,0.0,0.0,None,None,None,None,None,None,None
99,2243.0,0.0,29.0,100508.74,41.11,26.0,0.0,0.0,None,None,None,None,None,None,None
99,2244.0,0.0,29.0,100513.88,40.68,26.0,0.0,0.0,None,None,None,None,None,None,None
